Technology,Green roof type,Plant species,Irrigation,PV panel type,PV panels and GR locations,Distance PV-green roof [cm],Distance PV-basecase roof [cm],Season,Base case roof situation,Building type,Base case roof,Base case insulation,Roof slope,Item,Item type,Item scale,Item class,Original monetary value,u.m.,Original year(s) at which the item is accounted,Green roof lifetime [years],Actual year(s) at which the item is accounted,Actual monetary value at the accounting year,PPP Exchange rate [€ EU27-year/ local currency-year],Inflation adjustment ratio [GDP deflator 2019/GDP deflator year],Adjusted Monetary value [EU27 2019 €/m2],Method for monetary value,Quantiative absolute evaluation,u.m.3,Method for absolute evaluation,Quantiative absolute evaluation 2,u.m. 3,Method for absolute evaluation 2,Climate,Continent,Country,City,Authors,Year,Title,Study type
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Disposal of green roof,cost,building,financial,0.03,2012 US$/m2,last year,40,last year,0.03,0.739,1.309,0.029014368,Market value,,,,,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,CO2 uptake,benefit,societal,socio-environmental,0.0001,2012 US$/m2,every year,40,every year,0.0001,0.739,1.309,0.000139269,"Avoided cost (CO2 emission credit value, avoided through uptake)",0.01,kg/m2,"Value from literature (Currie and Bass, 2005; Yang et al., 2008)",,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,CO2 uptake,benefit,societal,socio-environmental,0.0002,2012 US$/m2,every year,40,every year,0.0002,0.739,1.309,0.000164415,"Avoided cost (CO2 emission credit value, avoided through uptake)",0.01,kg/m2,"Value from literature (Currie and Bass, 2005; Yang et al., 2008)",,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Installation of green roof (gross),cost,building,financial,130,2012 US$/m2,0,55,0,130,0.739,1.309,125.7289268,Market value,,,,,,,,North America,Canada,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Installation of green roof (gross),cost,building,financial,165,2012 US$/m2,0,55,0,165,0.739,1.309,159.5790225,Market value,,,,,,,,North America,Canada,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Energy consumption reduction (heating and cooling),benefit,building,financial,0.4,2012 US$/m2,every year,40,every year,0.4,0.739,1.309,0.386858236,Aggregation,,,Aggregation,,,,Csb,North America,USA,Oregon,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Energy consumption reduction (heating and cooling),benefit,building,financial,0.9,2012 US$/m2,every year,40,every year,0.9,0.739,1.309,0.870431032,Aggregation,,,Aggregation,,,,Csb,North America,USA,Oregon,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Energy consumption reduction (cooling),benefit,building,financial,0.18,2012 US$/m2,every year,55,every year,0.18,0.739,1.309,0.174086206,Avoided cost (electricity consumption),1.8,kWh/m2,"Value from literature (Lee et al., 2007)",0.1,$/kWh,"Value from literature (Lee et al., 2007)",Csb,North America,USA,Oregon,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Energy consumption reduction (cooling),benefit,building,financial,0.68,2012 US$/m2,every year,55,every year,0.68,0.739,1.309,0.657659002,Avoided cost (electricity consumption),6.8,kWh/m2,"Value from literature (Lee et al., 2007)",0.1,$/kWh,"Value from literature (Lee et al., 2007)",Csb,North America,USA,Oregon,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Energy consumption reduction (heating),benefit,building,financial,0.22,2012 US$/m2,every year,55,every year,0.22,0.739,1.309,0.21277203,Avoided cost (natural gas consumption),0.22,therm/m2,"Value from literature (City of Portland, 2008)",1, $/therm,"Value from literature (Lee et al., 2007)",Csb,North America,USA,Oregon,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Maintenance of green roof (gross),cost,building,financial,0.65,2012 US$/m2,every year,55,every year,0.65,0.739,1.309,0.628644634,Market value,,,"Value from literature (Acks, 2005)",,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Maintenance of green roof (gross),cost,building,financial,13.46,2012 US$/m2,every year,55,every year,13.46,0.739,1.309,13.01777965,Market value,,,"Value from literature (Acks, 2005)",,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Longevity increase,benefit,building,financial,161.46,2012 US$/m2,every 20 years,55,every year,8.073,0.739,1.309,7.807766354,Avoided cost (roof replacement),,,"Value from literature (City of Portland, 2008)",,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,any,black roof,any,any,Air pollution from green roof production,cost,urban,socio-environmental,13.98,2012 US$/m2,0,55,0,13.98,0.739,1.309,13.52069536,Market value (NOx tax),,,,,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,any,black roof,any,any,Air pollution from green roof production,cost,urban,socio-environmental,22.07,2012 US$/m2,0,55,0,22.07,0.739,1.309,21.34490319,Market value (NOx tax),,,,,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,any,black roof,any,any,Air pollution from green roof production,cost,urban,socio-environmental,3.17,2012 US$/m2,0,55,0,3.17,0.739,1.309,3.065851523,Market value (NOx tax),,,,,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,any,black roof,any,any,CO2 emissions from green roof production,cost,societal,socio-environmental,13.98,2012 US$/m2,0,55,0,13.98,0.739,1.309,13.52069536,Market value (CO2 tax),,,,,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,any,black roof,any,any,CO2 emissions from green roof production,cost,societal,socio-environmental,22.07,2012 US$/m2,0,55,0,22.07,0.739,1.309,21.34490319,Market value (CO2 tax),,,,,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,any,black roof,any,any,CO2 emissions from green roof production,cost,societal,socio-environmental,3.17,2012 US$/m2,0,55,0,3.17,0.739,1.309,3.065851523,Market value (CO2 tax),,,,,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Air quality enhancement,benefit,urban,socio-environmental,0.03,2012 US$/m2,every year,55,every year,0.0265,0.739,1.309,0.025629358,"Avoided cost (NO2 emission credit, due to uptake)",,,,,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Air quality enhancement,benefit,urban,socio-environmental,0.03,2012 US$/m2,every year,55,every year,0.0313,0.739,1.309,0.030271657,"Avoided cost (NO2 emission credit, due to uptake)",,,,,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Flood risk reduction,benefit,urban,socio-environmental,0,2012 US$/m2,every year,55,every year,0,0.739,1.309,0,Avoided cost (damage cost of flooding),,,,,,,Cfb,Europe,United Kingdom,England and Wales,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Flood risk reduction,benefit,urban,socio-environmental,0.002,2012 US$/m2,every year,55,every year,0.0024,0.739,1.309,0.002321149,Avoided cost (damage cost of flooding),,,,,,,Cfb,Europe,United Kingdom,England and Wales,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Biodiversity enhancement,benefit,urban,socio-environmental,0,2012 US$/m2,0,55,every year,0,0.739,1.309,0,Avoided cost (habitat restoration cost),,,,,,,Csb,North America,USA,Portland,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Biodiversity enhancement,benefit,urban,socio-environmental,10.2,2012 US$/m2,0,55,every year,0.1855,0.739,1.309,0.179361546,Avoided cost (habitat restoration cost),,,,,,,Csb,North America,USA,Portland,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,residential,black roof,,,Urban heat island effect mitigation,benefit,urban,socio-environmental,0.01,2012 US$/m2,every year,55,every year,0.0083,0.739,1.309,0.008027308,Avoided cost (electricity consumption for cooling),Oct-14,% reduction in electricity demand,"Value from literature (Zinzi and Agnoli, 2011)",,,,,North America,USA,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,residential,black roof,,,Urban heat island effect mitigation,benefit,urban,socio-environmental,0.02,2012 US$/m2,every year,55,every year,0.017,0.739,1.309,0.016441475,Avoided cost (electricity consumption for cooling),Oct-14,% reduction in electricity demand,"Value from literature (Zinzi and Agnoli, 2011)",,,,,North America,USA,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Aesthetics increase,benefit,building,economic,8.3,2012 US$/m2,0,55,every year,8.3,0.739,1.309,8.027308403,Benefit transfer (based on hedonic pricing),82-205,€ of WTP/property unit,"Value adapted from literature (Rosato and Rotaris, 2014)",,,,,Europe,United Kingdom,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Aesthetics increase,benefit,building,economic,2.6,2012 US$/m2,0,55,every year,2.6,0.739,1.309,2.514578536,Benefit transfer (based on hedonic pricing),82-205,€ of WTP/property unit,"Value adapted from literature (Rosato and Rotaris, 2014)",,,,,Europe,United Kingdom,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Disposal of green roof,cost,building,financial,0.09,2012 US$/m2,last year,55,last year,0.089,0.739,1.309,0.086075958,Market value,,,,,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Disposal of green roof,cost,building,financial,0.2,2012 US$/m2,last year,55,last year,0.2,0.739,1.309,0.193429118,Market value,,,,,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Disposal of green roof,cost,building,financial,0.002,2012 US$/m2,last year,55,last year,0.002,0.739,1.309,0.001934291,Market value,,,,,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Disposal of green roof,cost,building,financial,0.03,2012 US$/m2,last year,55,last year,0.03,0.739,1.309,0.029014368,Market value,,,,,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,CO2 uptake,benefit,societal,socio-environmental,0.0001,2012 US$/m2,every year,55,every year,0.0001,0.739,1.309,0.000139269,"Avoided cost (CO2 emission credit value, avoided through uptake)",0.01,kg/m2,"Value from literature (Currie and Bass, 2005; Yang et al., 2008)",,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,CO2 uptake,benefit,societal,socio-environmental,0.0002,2012 US$/m2,every year,55,every year,0.0002,0.739,1.309,0.000164415,"Avoided cost (CO2 emission credit value, avoided through uptake)",0.01,kg/m2,"Value from literature (Currie and Bass, 2005; Yang et al., 2008)",,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis
Green roof,Extensive,Multiple species,not mentioned,,,,,annual average,To be constructed,commercial,black roof,non-insulated,,Installation of green roof (net),cost,building,financial,64,2010 US$/m2,0,40,0,64,0.756,2.331,112.8015504,Market value,,,,,,,Cfa,North America,USA,Washington DC,"Niu et al.,",2010,"Scaling of economic benefits from green roof implementation in Wahsington, DC",Cost-Benefit Analysis
